"id","assigned_to_cluster","timestamp","lon","lat"
"1970",NA,"2016-09-18 01:47:56",-81.3066245,8.3096067
"1969",NA,"2016-09-18 01:49:26",-84.8700307,12.3724928
"1968",NA,"2016-09-18 03:41:31",-68.5420299,-31.5827655
"1967",3,"2016-09-18 03:51:47",-46.3338889,-23.9608329
"1966",NA,"2016-09-18 04:32:34",-93.1418085426027,16.74521845
"1965",4,"2016-09-18 04:34:31",-48.9525755,-16.3332827
"1964",NA,"2016-09-18 04:34:34",-89.6236999,20.9671405
"1963",2,"2016-09-18 05:43:06",-49.6436981,-27.2159592
"1962",2,"2016-09-18 08:27:40",-48.5251853,-25.5121903
"1961",NA,"2016-09-18 12:11:59",-58.4375796,-34.6075797
"1960",NA,"2016-09-18 15:01:24",-74.085237657545,4.63874255
"1959",3,"2016-09-18 15:21:46",-45.9658299,-23.3052799
"1958",NA,"2016-09-18 16:01:46",-74.085237657545,4.63874255
"1957",3,"2016-09-18 16:43:32",-46.6205199,-23.6813469
"1956",NA,"2016-09-18 16:50:29",-74.085237657545,4.63874255
"1955",NA,"2016-09-18 16:52:19",-103.3911246,20.7211036
"1954",NA,"2016-09-18 20:14:22",-57.4999999,-25.4999999
"1953",NA,"2016-09-18 20:20:20",-40.2650535,-15.6215176
"1952",NA,"2016-09-18 21:22:15",-103.3469981,20.676143
"1951",3,"2016-09-18 22:53:38",-46.6333823,-23.5506506
"1950",NA,"2016-09-18 23:17:26",-55.8333329,-26.8333329
"1949",5,"2016-09-19 00:00:12",-43.2093726,-22.9110136
"1948",NA,"2016-09-19 11:52:33",-81.3066245,8.3096067
"1947",NA,"2016-09-19 14:42:07",-55.8939676,-27.3664866
"1946",NA,"2016-09-19 14:44:02",-103.925661301559,19.32658855
"1945",NA,"2016-09-19 14:51:24",-74.085237657545,4.63874255
"1944",3,"2016-09-19 15:05:19",-47.4016644,-22.5647252
"1943",NA,"2016-09-19 15:06:44",-74.085237657545,4.63874255
"1942",NA,"2016-09-19 15:28:40",-56.09913,-15.5986685
"1941",3,"2016-09-19 16:01:01",-46.6333823,-23.5506506
"1940",NA,"2016-09-19 16:05:45",-55.8939676,-27.3664866
"1939",3,"2016-09-19 16:11:24",-46.6333823,-23.5506506
"1938",3,"2016-09-19 16:45:40",-46.6333823,-23.5506506
"1937",2,"2016-09-19 16:59:47",-49.3695626,-28.678994,
"1936",NA,"2016-09-19 17:28:29",-51.3405101,-29.2248594,
"1935",1,"2016-09-19 18:20:12",-51.1595022,-23.3112877,
"1934",NA,"2016-09-19 18:20:59",-58.6480317,-34.7692489,
"1933",NA,"2016-09-19 18:25:34",-73.3758956704362,10.3430015,
"1932",5,"2016-09-19 18:52:52",-43.2093726,-22.9110136,
"1931",NA,"2016-09-19 20:30:01",-53.1999999,-10.3333332,
"1930",3,"2016-09-19 20:51:14",-46.6333823,-23.5506506,
"1929",1,"2016-09-19 20:54:03",-51.6869478,-23.5157166,
"1928",5,"2016-09-19 21:14:47",-43.2093726,-22.9110136,
"1927",NA,"2016-09-19 21:18:33",-74.085237657545,4.63874255,
"1926",1,"2016-09-19 23:00:15",-53.4360665,-24.9616761,
"1925",NA,"2016-09-19 23:39:49",-66.4166669,10.25,
"1924",NA,"2016-09-19 23:43:42",-66.1109317,8.0018709,
"1923",NA,"2016-09-20 00:26:19",-58.4375796,-34.6075797,
"1922",5,"2016-09-20 00:48:01",-43.2093726,-22.9110136,
"1921",NA,"2016-09-20 00:53:06",-53.1999999,-10.3333332,
"1920",5,"2016-09-20 01:13:56",-43.2093726,-22.9110136,
"1919",NA,"2016-09-20 01:34:38",-60.8816091,-26.3829646,
"1918",NA,"2016-09-20 01:45:44",-59.9864061,-3.1319514,
"1917",NA,"2016-09-20 01:57:42",-70.5334335295026,-33.44723275,
"1916",NA,"2016-09-20 16:49:19",-96.7207814690496,17.0965868,
"1915",NA,"2016-09-20 16:55:01",-74.085237657545,4.63874255,
"1914",3,"2016-09-20 17:19:53",-47.0608299,-22.9055599,
"1913",NA,"2016-09-20 17:59:58",-89.3372986034413,21.1653843,
"1912",NA,"2016-09-20 19:13:01",-84.7561317,10.6916755,
"1911",1,"2016-09-20 19:29:24",-51.9382845,-23.425104,
"1910",NA,"2016-09-20 20:05:10",-89.9430807706679,19.33157265,
"1909",3,"2016-09-20 20:37:11",-46.6333823,-23.5506506,
"1908",3,"2016-09-20 21:00:51",-46.3338889,-23.9608329,
"1907",NA,"2016-09-20 22:06:02",-88.9140682,13.8000382,
"1906",3,"2016-09-20 22:17:45",-46.6333823,-23.5506506,
"1905",5,"2016-09-20 23:00:56",-43.6990066,-22.7439579,
"1904",NA,"2016-09-21 00:01:41",-60.6615414,-32.9595003,
"1903",5,"2016-09-21 00:16:28",-43.2093726,-22.9110136,
"1902",NA,"2016-09-21 00:57:15",-103.3469981,20.676143,
