"id","assigned_to_cluster","timestamp","lon","lat",
"803",NA,"2016-11-01 04:49:07",-99.1558667,19.4404008,
"802",12,"2016-11-01 04:57:49",-43.2093726,-22.9110136,
"801",9,"2016-11-01 05:04:14",-48.5251853,-25.5121903,
"800",4,"2016-11-01 06:06:48",-57.9608875,-31.3888899,
"799",NA,"2016-11-01 10:23:07",-63.9999999,11,
"798",NA,"2016-11-01 11:54:18",-50.597664,-17.8115198,
"797",4,"2016-11-01 13:07:47",-59.3539577,-31.6252841,
"796",12,"2016-11-01 13:20:46",-43.4033602,-22.7667283,
"795",13,"2016-11-01 13:29:28",-43.847069,-19.9854088,
"794",5,"2016-11-01 13:45:00",-58.9865645,-27.4511042,
"793",5,"2016-11-01 13:48:03",-58.9865645,-27.4511042,
"792",5,"2016-11-01 13:48:49",-58.9865645,-27.4511042,
"791",5,"2016-11-01 13:52:14",-58.9865645,-27.4511042,
"790",5,"2016-11-01 13:52:49",-58.9865645,-27.4511042,
"789",5,"2016-11-01 13:53:09",-58.9865645,-27.4511042,
"788",5,"2016-11-01 13:53:37",-58.9865645,-27.4511042,
"787",5,"2016-11-01 13:54:20",-58.9865645,-27.4511042,
"786",5,"2016-11-01 13:55:55",-58.9865645,-27.4511042,
"785",5,"2016-11-01 13:56:48",-58.9865645,-27.4511042,
"784",5,"2016-11-01 14:40:31",-58.8328657,-27.4720341,
"783",NA,"2016-11-01 14:51:09",-66.1109317,8.0018709,
"782",NA,"2016-11-01 14:52:11",-77.0365255,-12.0621064,
"781",NA,"2016-11-01 15:59:03",-77.3947692,18.1850507,
"780",12,"2016-11-01 16:42:42",-43.2093726,-22.9110136,
"779",5,"2016-11-01 17:58:40",-58.8328657,-27.4720341,
"778",4,"2016-11-01 18:15:14",-58.4375796,-34.6075797,
"777",NA,"2016-11-01 18:39:40",-77.0406743471402,-11.93286115,
"776",10,"2016-11-01 19:34:24",-46.6333823,-23.5506506,
"775",4,"2016-11-01 20:17:24",-57.9537637,-34.9206796,
"774",10,"2016-11-01 20:34:03",-46.6333823,-23.5506506,
"773",4,"2016-11-01 20:46:51",-57.9537637,-34.9206796,
"772",NA,"2016-11-01 22:31:32",-47.1655619,-6.9940104,
"771",5,"2016-11-01 22:33:31",-55.8939676,-27.3664866,
"770",NA,"2016-11-01 23:21:15",-80.1609228,-5.0965064,
"769",7,"2016-11-02 00:00:46",-52.1931589,-29.6143059,
"768",12,"2016-11-02 00:34:01",-42.0189226,-22.8804368,
"767",13,"2016-11-02 00:56:12",-43.9450947,-19.9227317,
"766",12,"2016-11-02 12:21:38",-43.2093726,-22.9110136,
"765",NA,"2016-11-02 13:10:11",-59.9864061,-3.1319514,
"764",NA,"2016-11-02 13:47:42",-70.6906111,19.4502926,
"763",1,"2016-11-02 14:32:30",-74.085237657545,4.63874255,
"762",10,"2016-11-02 14:55:49",-46.6333823,-23.5506506,
"761",9,"2016-11-02 15:04:53",-49.3695626,-28.678994,
"760",13,"2016-11-02 15:21:26",-43.9450947,-19.9227317,
"759",4,"2016-11-02 15:22:12",-56.1913568,-34.9059038,
"758",10,"2016-11-02 15:41:31",-46.2558331,-23.9927767,
"757",5,"2016-11-02 15:52:56",-58.8328657,-27.4720341,
"756",10,"2016-11-02 16:06:25",-46.6333823,-23.5506506,
"755",10,"2016-11-02 16:32:12",-46.3338889,-23.9608329,
"754",10,"2016-11-02 16:38:53",-47.7797923,-20.3366603,
"753",NA,"2016-11-02 16:40:59",-75.5735529,6.2443382,
"752",12,"2016-11-02 17:04:08",-43.1926129,-22.5199629,
"751",12,"2016-11-02 17:06:01",-43.1926129,-22.5199629,
"750",12,"2016-11-02 17:34:28",-43.1154551,-22.883237,
